id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam03,nan,nan,0.0,0.07339630482000001
VELA01_a0.370_cam03,nan,nan,0.0,0.07320742002
VELA01_a0.380_cam03,24.32678887224217,0.2049720186916919,0.2670216192,0.073156608
VELA01_a0.390_cam03,24.987450439645436,0.39616966062460945,0.080562772312,0.07323888392
VELA01_a0.400_cam03,nan,nan,0.0,0.07345204808
VELA01_a0.410_cam03,24.853905456549246,0.38391150192388895,0.14817127169600003,0.07227866912000001
VELA01_a0.420_cam03,24.34170572817623,0.2168152351999701,0.5527956726719999,0.07273627272
VELA01_a0.430_cam03,24.674420716982244,0.2977844720943831,0.4838720073,0.07331394050000001
VELA01_a0.440_cam03,24.774393341029516,0.3398385378289091,0.242939765952,0.07251933312
VELA01_a0.450_cam03,24.326521607539267,0.22436014595316786,0.707783373252,0.07334542728
VELA01_a0.460_cam03,25.013804804777106,0.40011690672081746,0.294806647521,0.07279176482
VELA01_a0.470_cam03,24.08385012435393,0.17508829690904013,0.30757281586,0.07237007432
VELA01_a0.480_cam03,24.863272104362053,0.3931679564045283,0.519126014016,0.07210083528
VELA01_a0.490_cam03,24.419165420046216,0.2482283113930973,0.594196068978,0.07335753938
VELA01_a0.500_cam03,24.3755093261966,0.22757954116865955,0.7771277693,0.07331394050000001
