id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam16,25.059146851340792,0.41937627951646694,0.11743408771200001,0.07339630482000001
VELA01_a0.370_cam16,nan,nan,0.0,0.07320742002
VELA01_a0.380_cam16,25.075331695517704,0.42204979107615853,0.1792336896,0.073156608
VELA01_a0.390_cam16,24.898545719928915,0.3541563949463588,0.113520270076,0.07323888392
VELA01_a0.400_cam16,24.913802127890023,0.3698913080100948,0.198320529816,0.07345204808
VELA01_a0.410_cam16,24.815142187871515,0.33744509860257843,0.29634254339200006,0.07227866912000001
VELA01_a0.420_cam16,24.585659474960195,0.27556098212399577,0.523701163584,0.07273627272
VELA01_a0.430_cam16,24.76335504144549,0.3111607983661806,0.927421347325,0.07331394050000001
VELA01_a0.440_cam16,nan,nan,0.0,0.07251933312
VELA01_a0.450_cam16,24.321798053716368,0.20992152773653294,0.755457900984,0.07334542728
VELA01_a0.460_cam16,24.628861720897966,0.28582388192563557,0.163781470845,0.07279176482
VELA01_a0.470_cam16,24.581813764871836,0.2565739696846565,0.32204683072400003,0.07237007432
VELA01_a0.480_cam16,24.778292644594533,0.3349234566860234,0.461445345792,0.07210083528
VELA01_a0.490_cam16,24.569441057150645,0.2835343420688509,0.436477359311,0.07335753938
VELA01_a0.500_cam16,24.708883922215687,0.325463361568602,0.6744882526,0.07331394050000001
