id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam14,nan,nan,0.0,0.07339630482000001
VELA01_a0.370_cam14,25.06068830223764,0.4089483363280476,0.175697808048,0.07320742002
VELA01_a0.380_cam14,25.112295490790785,0.40354813174089416,0.12070840320000001,0.073156608
VELA01_a0.390_cam14,nan,nan,0.0,0.07323888392
VELA01_a0.400_cam14,25.023137030172784,0.3993713613704844,0.172612312988,0.07345204808
VELA01_a0.410_cam14,24.953019880665636,0.3875302030534293,0.33609581140800004,0.07227866912000001
VELA01_a0.420_cam14,24.71135142969771,0.303726726454483,0.6073478772119999,0.07273627272
VELA01_a0.430_cam14,24.471311475332556,0.2513870506889233,0.76979637525,0.07331394050000001
VELA01_a0.440_cam14,25.158534748981822,0.4347135277326774,0.0906491664,0.07251933312
VELA01_a0.450_cam14,24.331391213946542,0.21784519938124378,0.832470599628,0.07334542728
VELA01_a0.460_cam14,24.737156957938275,0.3134489443161283,0.152862706122,0.07279176482
VELA01_a0.470_cam14,24.217786700686588,0.20881933142193723,0.582579098276,0.07237007432
VELA01_a0.480_cam14,24.417193556317415,0.24372647241007572,0.659722642812,0.07210083528
VELA01_a0.490_cam14,24.547508851046647,0.28296100436337634,0.80693293318,0.07335753938
VELA01_a0.500_cam14,24.46587456032681,0.2667855906479872,0.450880734075,0.07331394050000001
