id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam18,nan,nan,0.0,0.07339630482000001
VELA01_a0.370_cam18,25.050869542746803,0.4211074480166188,0.10981113003,0.07320742002
VELA01_a0.380_cam18,nan,nan,0.0,0.073156608
VELA01_a0.390_cam18,nan,nan,0.0,0.07323888392
VELA01_a0.400_cam18,24.807325495059445,0.32873315888189397,0.099160264908,0.07345204808
VELA01_a0.410_cam18,24.825860161307364,0.3563360872793113,0.44089988163200006,0.07227866912000001
VELA01_a0.420_cam18,24.61883534317151,0.27888921513258785,0.6982682181119999,0.07273627272
VELA01_a0.430_cam18,24.674382297971064,0.30310859747256125,0.524194674575,0.07331394050000001
VELA01_a0.440_cam18,24.994258284286467,0.4034890682901576,0.188550266112,0.07251933312
VELA01_a0.450_cam18,24.45108361558103,0.2432083462012999,0.821468785536,0.07334542728
VELA01_a0.460_cam18,24.775186486454256,0.3435692011753402,0.25477117687,0.07279176482
VELA01_a0.470_cam18,24.348513318984754,0.23110699066011506,0.680278698608,0.07237007432
VELA01_a0.480_cam18,24.637715933381767,0.2895463946003619,0.3605041764,0.07210083528
VELA01_a0.490_cam18,24.831591072908974,0.35992484945131037,0.6822251162340001,0.07335753938
VELA01_a0.500_cam18,24.449327862335995,0.259055110281739,0.568183038875,0.07331394050000001
