id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam09,25.069963441060885,0.4264050329443193,0.09541519626600001,0.07339630482000001
VELA01_a0.370_cam09,nan,nan,0.0,0.07320742002
VELA01_a0.380_cam09,24.234617277503407,0.2055973267911534,0.4572288,0.073156608
VELA01_a0.390_cam09,nan,nan,0.0,0.07323888392
VELA01_a0.400_cam09,24.88740478240675,0.3601433286695437,0.23871915626,0.07345204808
VELA01_a0.410_cam09,25.02829931375303,0.4116343407994341,0.14817127169600003,0.07227866912000001
VELA01_a0.420_cam09,24.362408701498723,0.23350380296280085,0.39641268632399995,0.07273627272
VELA01_a0.430_cam09,24.621763035537157,0.2931718030235929,0.5865115240000001,0.07331394050000001
VELA01_a0.440_cam09,nan,nan,0.0,0.07251933312
VELA01_a0.450_cam09,24.172391774496308,0.20125066612818995,0.744456086892,0.07334542728
VELA01_a0.460_cam09,24.91611758850456,0.3609059539702024,0.185619000291,0.07279176482
VELA01_a0.470_cam09,24.363855781809093,0.22991723425330582,0.680278698608,0.07237007432
VELA01_a0.480_cam09,24.381721975036992,0.23746147331814815,0.41457980285999996,0.07210083528
VELA01_a0.490_cam09,24.419681357836833,0.2371194263138959,0.80693293318,0.07335753938
VELA01_a0.500_cam09,24.38580247237276,0.24459839874541595,1.0923777134500001,0.07331394050000001
