id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam10,nan,nan,0.0,0.07339630482000001
VELA01_a0.370_cam10,nan,nan,0.0,0.07320742002
VELA01_a0.380_cam10,nan,nan,0.0,0.073156608
VELA01_a0.390_cam10,24.804594547070348,0.344046143187993,0.300279424072,0.07323888392
VELA01_a0.400_cam10,nan,nan,0.0,0.07345204808
VELA01_a0.410_cam10,24.69169879224272,0.3050795371026165,0.571001486048,0.07227866912000001
VELA01_a0.420_cam10,24.202775348954905,0.19545123920953916,0.283671463608,0.07273627272
VELA01_a0.430_cam10,24.590785237802752,0.2913145881823641,0.817450436575,0.07331394050000001
VELA01_a0.440_cam10,24.70073636175357,0.30452484434357435,0.166794466176,0.07251933312
VELA01_a0.450_cam10,24.421942894547634,0.23683678907083008,0.795797885988,0.07334542728
VELA01_a0.460_cam10,24.522356651684987,0.25373987317180857,0.160141882604,0.07279176482
VELA01_a0.470_cam10,24.311758343266693,0.21182883325588656,0.394416905044,0.07237007432
VELA01_a0.480_cam10,24.448406909631,0.2501226329114443,0.436210053444,0.07210083528
VELA01_a0.490_cam10,24.562219413887615,0.26780367512989434,0.601531822916,0.07335753938
VELA01_a0.500_cam10,24.338858060809947,0.2179136143216908,1.0410579551,0.07331394050000001
