id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam09,25.650733716942323,0.2932619937193229,0.253217251629,0.07339630482000001
VELA01_a0.370_cam09,25.6491695450673,0.2729625660047797,0.215961889059,0.07320742002
VELA01_a0.380_cam09,25.0561567108776,0.17573080492067567,1.1339274240000001,0.073156608
VELA01_a0.390_cam09,25.573036242216975,0.2686495744025953,0.798303834728,0.07323888392
VELA01_a0.400_cam09,25.502002241227313,0.27188969966003174,0.326861613956,0.07345204808
VELA01_a0.410_cam09,25.51467592294834,0.26217387211277454,0.9107112309120001,0.07227866912000001
VELA01_a0.420_cam09,24.894215546183922,0.14995558181724983,0.8801088999119999,0.07273627272
VELA01_a0.430_cam09,25.257504050075624,0.20300000098016943,1.5689183267000002,0.07331394050000001
VELA01_a0.440_cam09,25.605462351866258,0.2823681362805894,0.823094430912,0.07251933312
VELA01_a0.450_cam09,24.582547564590737,0.11433311166083521,1.287212248764,0.07334542728
VELA01_a0.460_cam09,25.612049852023915,0.2713291187543415,1.048201413408,0.07279176482
VELA01_a0.470_cam09,24.838533791964785,0.14463993260316196,1.208580241144,0.07237007432
VELA01_a0.480_cam09,25.19443187357807,0.2097406741064061,1.7340250884839998,0.07210083528
VELA01_a0.490_cam09,24.801129645560145,0.1443943229440327,1.35711447853,0.07335753938
VELA01_a0.500_cam09,24.772703037743252,0.14097905469491936,2.129769971525,0.07331394050000001
