id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam05,25.6474997219429,0.29854725205433125,0.30459466500300003,0.07339630482000001
VELA01_a0.370_cam05,26.04529173326725,0.41775766843950174,0.106150759029,0.07320742002
VELA01_a0.380_cam05,25.858009771700534,0.366336920174556,0.3987035136,0.073156608
VELA01_a0.390_cam05,25.698213453009306,0.3284614200823875,0.56760135038,0.07323888392
VELA01_a0.400_cam05,25.66394906362996,0.30787289201521256,0.437039686076,0.07345204808
VELA01_a0.410_cam05,25.12761754143001,0.18186766718415515,0.6613498224480001,0.07227866912000001
VELA01_a0.420_cam05,25.09589273487816,0.18346285746861998,1.141959481704,0.07273627272
VELA01_a0.430_cam05,25.375104636289777,0.22674170023275705,2.2580693674,0.07331394050000001
VELA01_a0.440_cam05,25.671895116403473,0.31105513276585184,1.073286130176,0.07251933312
VELA01_a0.450_cam05,24.80596482536003,0.15272583914234011,1.642937571072,0.07334542728
VELA01_a0.460_cam05,25.60797624906845,0.2862476091125077,0.775232295333,0.07279176482
VELA01_a0.470_cam05,25.039204882288693,0.16969189607528046,1.313516848908,0.07237007432
VELA01_a0.480_cam05,25.1304276332738,0.19114339094674287,1.3230503273879999,0.07210083528
VELA01_a0.490_cam05,24.968793160457317,0.16894774673442747,1.654212513019,0.07335753938
VELA01_a0.500_cam05,25.0169189650159,0.17206912569592658,2.005136272675,0.07331394050000001
