id,sb,dsb,area_arcsec2,area_thresh_arcsec2
VELA01_a0.360_cam12,25.880561750176426,0.35686134196131825,0.286245588798,0.07339630482000001
VELA01_a0.370_cam12,25.660942414409618,0.30226978496003687,0.223282631061,0.07320742002
VELA01_a0.380_cam12,25.74407024221086,0.3296294744957811,0.28165294080000003,0.073156608
VELA01_a0.390_cam12,25.53333240137773,0.25733079857845087,1.021682430684,0.07323888392
VELA01_a0.400_cam12,25.671537137266792,0.2946240846226627,0.28279038510800003,0.07345204808
VELA01_a0.410_cam12,25.533873470364853,0.2634341436694889,0.7444702919360001,0.07227866912000001
VELA01_a0.420_cam12,24.932347571937218,0.1486987438771288,1.0255814453519998,0.07273627272
VELA01_a0.430_cam12,25.136882035712343,0.1805135297136974,1.557921235625,0.07331394050000001
VELA01_a0.440_cam12,25.71770616818826,0.31216037765915816,0.906491664,0.07251933312
VELA01_a0.450_cam12,24.93970215039832,0.15926929817038213,1.70528118426,0.07334542728
VELA01_a0.460_cam12,25.634213062067133,0.30506623010387335,1.0736785310949999,0.07279176482
VELA01_a0.470_cam12,25.480758472909162,0.259742474650234,0.839492862112,0.07237007432
VELA01_a0.480_cam12,25.15041688985879,0.1938433021442021,2.112554473704,0.07210083528
VELA01_a0.490_cam12,25.267752923155022,0.210424283008415,1.676219774833,0.07335753938
VELA01_a0.500_cam12,25.388896233247188,0.23750240753811713,2.782264041975,0.07331394050000001
